run_id,category,circuit,seq_type,seq_len,seq_str,init_and,init_lev,final_and,final_lev,runtime_s
8bf0e5b139f5,arithmetic,adder,reference,6,balance; rewrite; rewrite -z; balance; rewrite -z; balance,1020,255,1020,255,0.0361
ed4f2f8ee59e,arithmetic,adder,reference,10,balance; rewrite; refactor; balance; rewrite; rewrite -z; balance; refactor -z; rewrite -z; balance,1020,255,1019,255,0.041
d489c2e34410,arithmetic,adder,random,5,rewrite; balance; refactor -z; refactor; refactor,1020,255,1019,255,0.035
16a5a9f278af,arithmetic,adder,random,5,refactor -z; dc2; refactor -z; resub -z; dc2,1020,255,893,255,0.0343
4d361c701040,arithmetic,adder,random,5,rewrite -z; refactor; refactor -z; refactor; balance,1020,255,1019,255,0.0351
bdf00e40fa4d,arithmetic,adder,random,5,balance; resub; balance; balance; dc2,1020,255,893,255,0.0242
ca3780772e0e,arithmetic,adder,random,5,rewrite -z; balance; rewrite; rewrite -z; rewrite,1020,255,1020,255,0.0387
106301f74abf,arithmetic,adder,random,5,rewrite; refactor; resub -z; rewrite; refactor,1020,255,893,255,0.0378
2f83d92261ac,arithmetic,adder,random,5,balance; rewrite; resub -z; resub; refactor -z,1020,255,893,255,0.0363
a0f07176727d,arithmetic,adder,random,5,refactor; resub; refactor; refactor -z; resub -z,1020,255,893,255,0.0248
ff019d466d79,arithmetic,adder,random,5,rewrite -z; refactor -z; dc2; resub; rewrite,1020,255,1015,255,0.0455
2c1129a331ab,arithmetic,adder,random,5,balance; dc2; rewrite; rewrite; refactor,1020,255,1019,255,0.0435
d26cc4cfa6a1,arithmetic,adder,random,5,refactor -z; rewrite -z; resub; rewrite; refactor,1020,255,893,255,0.0387
4c0daec5e544,arithmetic,adder,random,5,resub; refactor -z; rewrite -z; dc2; refactor -z,1020,255,893,255,0.0462
e9b7ea7c274a,arithmetic,adder,random,5,balance; refactor -z; rewrite; rewrite -z; refactor -z,1020,255,1019,255,0.0364
0fe66e3417a9,arithmetic,adder,random,5,rewrite; rewrite; rewrite -z; refactor -z; refactor -z,1020,255,1019,255,0.0394
8ff903741803,arithmetic,adder,random,5,refactor; resub; refactor; refactor -z; dc2,1020,255,893,255,0.0295
d0ed1b7f88ee,arithmetic,adder,random,5,refactor -z; balance; rewrite; resub -z; refactor -z,1020,255,1017,255,0.0362
6e4ecfb40c14,arithmetic,adder,random,5,balance; balance; resub; rewrite -z; refactor -z,1020,255,893,255,0.0366
7554f82e348d,arithmetic,adder,random,5,rewrite -z; dc2; resub -z; balance; rewrite,1020,255,1017,255,0.0457
0c277f78560f,arithmetic,adder,random,5,rewrite; rewrite -z; balance; resub; rewrite -z,1020,255,894,255,0.0375
6a1245ec91b0,arithmetic,adder,random,5,resub -z; rewrite -z; balance; refactor -z; resub,1020,255,893,255,0.0355
514923a21848,arithmetic,adder,random,5,balance; resub; refactor; refactor; rewrite,1020,255,893,255,0.0369
103b047da148,arithmetic,adder,random,5,resub; resub -z; rewrite -z; refactor; rewrite -z,1020,255,893,255,0.0381
3c6cf847a994,arithmetic,adder,random,5,rewrite -z; resub -z; balance; rewrite -z; resub,1020,255,894,255,0.0352
e241cac94077,arithmetic,adder,random,5,resub -z; refactor; refactor -z; rewrite -z; rewrite,1020,255,893,255,0.0389
f028b00fae0e,arithmetic,adder,random,5,resub -z; balance; dc2; refactor; refactor,1020,255,893,255,0.0286
aff9293d5d97,arithmetic,adder,random,5,dc2; resub; refactor -z; refactor; refactor,1020,255,1017,255,0.0291
d22826daaa50,arithmetic,adder,random,5,balance; refactor; resub -z; resub; refactor -z,1020,255,893,255,0.0219
b2885394c0de,arithmetic,adder,random,5,rewrite; refactor -z; resub; resub -z; resub,1020,255,1017,255,0.0356
a63a81748e15,arithmetic,adder,random,5,balance; rewrite; refactor -z; rewrite -z; refactor -z,1020,255,1019,255,0.0368
f3638c84e1a0,arithmetic,adder,random,5,balance; rewrite; resub -z; resub; resub,1020,255,894,255,0.0344
896b53b89106,arithmetic,adder,random,5,resub -z; rewrite; resub -z; refactor; refactor -z,1020,255,893,255,0.0387
2d1268f8152a,arithmetic,adder,random,5,balance; resub -z; balance; refactor; resub,1020,255,893,255,0.0209
c17dd67e064c,arithmetic,adder,random,5,resub -z; rewrite; resub; resub; rewrite,1020,255,894,255,0.0354
ca1a059d6ad9,arithmetic,adder,random,5,refactor -z; refactor -z; resub -z; resub; resub -z,1020,255,893,255,0.021
d6aeab30eb5d,arithmetic,adder,random,5,refactor -z; rewrite -z; refactor; resub -z; resub -z,1020,255,893,255,0.0358
a634f4ee5a3c,arithmetic,adder,random,5,rewrite -z; refactor -z; resub -z; balance; refactor -z,1020,255,1017,255,0.0361
6f763d385eef,arithmetic,adder,random,5,refactor -z; refactor; resub -z; resub; dc2,1020,255,1017,255,0.029
a0e52f27a85d,arithmetic,adder,random,5,dc2; dc2; refactor; dc2; rewrite -z,1020,255,1019,255,0.0578
f0f358ea1aa8,arithmetic,adder,random,5,rewrite; refactor -z; resub; rewrite; refactor,1020,255,1017,255,0.0366
e1fb2e8ae8d9,arithmetic,adder,random,5,refactor -z; refactor; refactor; rewrite -z; balance,1020,255,1019,255,0.0359
c7eba725b02f,arithmetic,adder,random,5,balance; refactor; dc2; rewrite; dc2,1020,255,1019,255,0.0493
9f74f1cb561d,arithmetic,adder,random,5,resub -z; refactor; resub -z; dc2; resub -z,1020,255,893,255,0.0271
4c6d46a096c2,arithmetic,adder,random,5,refactor; rewrite -z; balance; rewrite; resub -z,1020,255,893,255,0.0361
c6aec863a905,arithmetic,adder,random,5,refactor; rewrite -z; dc2; balance; refactor,1020,255,1019,255,0.0436
6402cc3476fc,arithmetic,adder,random,5,rewrite; dc2; rewrite -z; dc2; resub,1020,255,1017,255,0.0521
755559ce2d55,arithmetic,adder,random,5,dc2; resub -z; dc2; rewrite -z; dc2,1020,255,1017,255,0.0631
34482ad78757,arithmetic,adder,random,5,dc2; refactor -z; refactor; refactor -z; dc2,1020,255,1019,255,0.0345
2f2af657806a,arithmetic,adder,random,5,refactor; refactor -z; dc2; rewrite; refactor -z,1020,255,1019,255,0.0423
32dd54431b46,arithmetic,adder,random,5,refactor; refactor -z; resub; resub; rewrite,1020,255,1017,255,0.0358
da422b02486a,arithmetic,adder,random,5,rewrite -z; rewrite -z; refactor; resub -z; rewrite -z,1020,255,1018,255,0.0387
5c8a8a783e6b,arithmetic,adder,random,5,refactor; rewrite; resub -z; resub -z; resub,1020,255,893,255,0.0344
9020a4a547a3,arithmetic,adder,random,5,dc2; resub -z; balance; refactor; resub -z,1020,255,1017,255,0.0267
e9b230454fe3,arithmetic,adder,random,5,resub -z; balance; resub -z; dc2; balance,1020,255,893,255,0.0255
911d2399c962,arithmetic,adder,random,5,resub; refactor -z; resub -z; resub -z; refactor,1020,255,893,255,0.023
beba1f2eb087,arithmetic,adder,random,5,dc2; refactor; refactor -z; resub -z; dc2,1020,255,893,255,0.0329
7ecb4732cd64,arithmetic,adder,random,5,balance; resub -z; resub; resub -z; rewrite -z,1020,255,894,255,0.034
6293d1e500fb,arithmetic,adder,random,5,dc2; rewrite -z; balance; resub -z; balance,1020,255,893,255,0.0424
756092d66f2b,arithmetic,adder,random,5,rewrite; resub -z; rewrite -z; dc2; rewrite -z,1020,255,893,255,0.0418
8e69448d365f,arithmetic,adder,random,5,balance; refactor -z; resub -z; resub; refactor,1020,255,1017,255,0.0205
d1dca009137d,arithmetic,adder,random,5,dc2; resub; resub; resub -z; refactor -z,1020,255,1017,255,0.0287
fc7c35072741,arithmetic,adder,random,5,resub -z; refactor -z; rewrite; dc2; balance,1020,255,893,255,0.0413
7a622ff29b4c,arithmetic,adder,random,5,balance; resub; refactor; rewrite; balance,1020,255,893,255,0.0352
6ca73d9be2a1,arithmetic,adder,random,5,balance; refactor; refactor; balance; rewrite -z,1020,255,1019,255,0.0341
6233c65f50aa,arithmetic,adder,random,5,refactor; rewrite -z; dc2; rewrite; refactor,1020,255,1019,255,0.0445
f9f78b41078c,arithmetic,adder,random,5,dc2; refactor -z; resub; rewrite -z; rewrite,1020,255,893,255,0.0434
427f964ec358,arithmetic,adder,random,5,rewrite -z; refactor -z; rewrite; balance; refactor -z,1020,255,1019,255,0.0362
864dd97eb60a,arithmetic,adder,random,5,resub -z; resub -z; refactor; rewrite; refactor,1020,255,893,255,0.0381
3440678bc14a,arithmetic,adder,random,5,rewrite; refactor -z; rewrite; balance; resub,1020,255,1017,255,0.0362
df2413e0b63a,arithmetic,adder,random,5,resub -z; resub; rewrite; resub; balance,1020,255,894,255,0.0348
6c3080c6c6c2,arithmetic,adder,random,5,resub -z; dc2; rewrite; resub -z; resub,1020,255,893,255,0.0396
8152dbb19cac,arithmetic,adder,random,5,dc2; dc2; resub -z; refactor -z; resub,1020,255,896,255,0.0361
633a5b28e546,arithmetic,adder,random,5,refactor; rewrite; refactor -z; dc2; refactor,1020,255,1019,255,0.0435
3327e91a9df7,arithmetic,adder,random,5,dc2; resub -z; resub; balance; dc2,1020,255,1017,255,0.0355
c34b36385f3d,arithmetic,adder,random,5,resub; rewrite -z; dc2; refactor; resub,1020,255,893,255,0.0453
9e682955a75d,arithmetic,adder,random,5,refactor -z; resub; refactor -z; refactor -z; balance,1020,255,1017,255,0.0207
2a9f4f9aa22c,arithmetic,adder,random,5,refactor; rewrite; refactor; resub -z; dc2,1020,255,893,255,0.0399
25253804189b,arithmetic,adder,random,5,refactor; dc2; dc2; dc2; balance,1020,255,1019,255,0.0413
a59ccba32cc1,arithmetic,adder,random,5,rewrite; refactor -z; refactor; resub -z; refactor,1020,255,1017,255,0.0346
59d7dc2fa37f,arithmetic,adder,random,5,refactor -z; resub; dc2; resub; resub -z,1020,255,1017,255,0.0284
9d35fd0ff386,arithmetic,adder,random,5,resub; resub; dc2; refactor -z; refactor -z,1020,255,893,255,0.0298
9ae89ef664ec,arithmetic,adder,random,5,refactor -z; refactor; rewrite; refactor; resub,1020,255,1017,255,0.0363
d3757ddb5398,arithmetic,adder,random,5,rewrite; rewrite -z; refactor; refactor; dc2,1020,255,1019,255,0.044
113d673d3f10,arithmetic,adder,random,5,refactor -z; refactor -z; rewrite; refactor; refactor -z,1020,255,1019,255,0.036
42fc4a033883,arithmetic,adder,random,5,refactor; resub; rewrite -z; refactor -z; balance,1020,255,893,255,0.0357
b703177cc4e2,arithmetic,adder,random,5,rewrite -z; refactor -z; balance; balance; refactor -z,1020,255,1019,255,0.0356
aeb746e427b3,arithmetic,adder,random,5,rewrite -z; dc2; rewrite; balance; refactor -z,1020,255,1019,255,0.0432
4e852a240150,arithmetic,adder,random,5,dc2; dc2; dc2; resub; rewrite -z,1020,255,1017,255,0.0569
aa285197f124,arithmetic,adder,random,5,balance; refactor -z; dc2; rewrite; rewrite,1020,255,1019,255,0.0438
a4299c9ef102,arithmetic,adder,random,5,resub -z; dc2; rewrite; balance; rewrite -z,1020,255,893,255,0.0407
2710682fb54e,arithmetic,adder,random,5,rewrite -z; refactor -z; rewrite; refactor; rewrite,1020,255,1019,255,0.0388
2f2b4bcdda33,arithmetic,adder,random,5,resub -z; refactor; resub -z; dc2; dc2,1020,255,893,255,0.0335
9533c1f39d74,arithmetic,adder,random,5,refactor -z; resub -z; refactor -z; balance; rewrite,1020,255,1017,255,0.0353
50f40907f46b,arithmetic,adder,random,5,refactor; refactor; refactor -z; rewrite; rewrite -z,1020,255,1019,255,0.0376
0ba7ecefcbff,arithmetic,adder,random,5,refactor; rewrite -z; rewrite; rewrite -z; balance,1020,255,1019,255,0.0373
0100f0bf58d9,arithmetic,adder,random,5,resub -z; dc2; dc2; refactor -z; balance,1020,255,893,255,0.033
b8a9e34fa3f1,arithmetic,adder,random,5,refactor; refactor -z; refactor -z; dc2; rewrite,1020,255,1019,255,0.0437
b232827c7429,arithmetic,adder,random,5,refactor; refactor -z; refactor; resub -z; rewrite,1020,255,1017,255,0.0355
299ab1b22f95,arithmetic,adder,random,5,refactor; rewrite -z; refactor -z; rewrite -z; rewrite,1020,255,1019,255,0.0388
10a0a0e2e1af,arithmetic,adder,random,5,balance; rewrite -z; refactor -z; refactor -z; dc2,1020,255,1019,255,0.0432
1cc6f901640b,arithmetic,adder,random,5,rewrite; dc2; refactor -z; resub -z; refactor -z,1020,255,893,255,0.0453
161b58493959,arithmetic,adder,random,5,dc2; dc2; rewrite; balance; resub -z,1020,255,1015,255,0.0499
3ada7b7f57ee,arithmetic,adder,random,5,resub; refactor -z; balance; rewrite; refactor,1020,255,893,255,0.037
370257a989d4,arithmetic,adder,random,5,balance; refactor -z; balance; rewrite -z; dc2,1020,255,1019,255,0.0427
99bdd9edb53c,arithmetic,adder,random,5,dc2; refactor -z; rewrite -z; resub -z; dc2,1020,255,1018,255,0.0522
5ced50b95fff,arithmetic,adder,random,5,rewrite; dc2; resub; resub -z; resub,1020,255,1017,255,0.0437
aaf0c20910d3,arithmetic,adder,random,5,resub; rewrite; rewrite -z; resub; resub -z,1020,255,894,255,0.0367
2275639e1394,arithmetic,adder,random,5,dc2; refactor -z; resub -z; balance; dc2,1020,255,893,255,0.0336
04aa4c0ceb21,arithmetic,adder,random,5,rewrite; resub; refactor -z; resub; rewrite,1020,255,893,255,0.0382
f4dba3968463,arithmetic,adder,random,5,resub -z; balance; dc2; resub -z; balance,1020,255,893,255,0.0256
bd1dd00c56fb,arithmetic,adder,random,5,refactor; resub; dc2; dc2; balance,1020,255,893,255,0.0303
b09c465fda71,arithmetic,adder,random,5,refactor; refactor -z; rewrite -z; refactor -z; dc2,1020,255,1019,255,0.0442
d4d50caca299,arithmetic,adder,random,5,dc2; rewrite; balance; refactor; rewrite -z,1020,255,1019,255,0.0436
a6810da448a8,arithmetic,adder,random,5,refactor -z; balance; resub -z; rewrite; refactor,1020,255,1017,255,0.0354
27f2a2d990f8,arithmetic,adder,random,5,rewrite; dc2; rewrite; rewrite -z; dc2,1020,255,1019,255,0.0525
1d7c280f0e37,arithmetic,adder,random,5,refactor -z; refactor -z; resub -z; dc2; dc2,1020,255,893,255,0.0326
4f170b81eb6a,arithmetic,adder,random,5,refactor; dc2; rewrite -z; resub -z; refactor,1020,255,893,255,0.0456
63969d211d39,arithmetic,adder,random,5,rewrite -z; rewrite; refactor -z; resub -z; resub,1020,255,1017,255,0.0373
f7856f4a7e5b,arithmetic,adder,random,5,refactor -z; balance; refactor -z; refactor -z; dc2,1020,255,1019,255,0.0284
235445b74b57,arithmetic,adder,random,5,rewrite -z; dc2; dc2; resub; resub,1020,255,1017,255,0.051
984f93d04f3f,arithmetic,adder,random,5,resub -z; dc2; resub; refactor; refactor,1020,255,893,255,0.0288
9132f4bfefae,arithmetic,adder,random,5,resub -z; refactor; resub -z; balance; resub,1020,255,893,255,0.0211
d5439918e590,arithmetic,adder,random,5,dc2; resub -z; resub -z; rewrite -z; dc2,1020,255,1017,255,0.0512
f35ce33f32ce,arithmetic,adder,random,5,balance; rewrite -z; resub; rewrite; dc2,1020,255,893,255,0.0406
03c6d9e84722,arithmetic,adder,random,5,rewrite; dc2; balance; rewrite -z; resub -z,1020,255,893,255,0.0446
4a2644049b59,arithmetic,adder,random,5,rewrite -z; rewrite; dc2; refactor -z; resub,1020,255,893,255,0.0441
2f5746534f4c,arithmetic,adder,random,5,resub -z; rewrite; resub; resub -z; resub,1020,255,894,255,0.0355
f82465019ac9,arithmetic,adder,random,5,dc2; balance; rewrite; refactor; refactor -z,1020,255,1019,255,0.0414
7e4af14b267b,arithmetic,adder,random,5,refactor; rewrite; resub -z; rewrite; rewrite,1020,255,893,255,0.0367
68d80c6bc2b8,arithmetic,adder,random,5,dc2; rewrite -z; refactor -z; balance; balance,1020,255,1019,255,0.0409
642d2a80b3af,arithmetic,adder,random,5,resub; balance; refactor -z; resub; resub,1020,255,893,255,0.0211
57fa39bfbdd3,arithmetic,adder,random,5,resub -z; rewrite -z; refactor; resub -z; rewrite -z,1020,255,893,255,0.0367
d9902c4aaf31,arithmetic,adder,random,5,rewrite -z; rewrite -z; rewrite; resub -z; refactor,1020,255,1018,255,0.0399
6890e105ed8b,arithmetic,adder,random,5,dc2; rewrite -z; refactor; dc2; refactor -z,1020,255,1019,255,0.0503
6d081ee26728,arithmetic,adder,random,5,dc2; refactor -z; balance; dc2; refactor -z,1020,255,1019,255,0.0364
8f418fb31861,arithmetic,adder,random,5,rewrite -z; rewrite; dc2; resub; refactor -z,1020,255,1017,255,0.0444
68557ed31baf,arithmetic,adder,random,5,resub -z; refactor -z; dc2; refactor -z; refactor,1020,255,893,255,0.0302
08b87157eaba,arithmetic,adder,random,5,resub -z; dc2; rewrite; refactor; resub -z,1020,255,893,255,0.0417
ca8ccf8df2af,arithmetic,adder,random,5,resub; refactor -z; refactor -z; balance; resub -z,1020,255,893,255,0.0223
9fcfad34f2f3,arithmetic,adder,random,5,refactor -z; balance; balance; dc2; refactor -z,1020,255,1019,255,0.0267
3c8d69a97f3e,arithmetic,adder,random,5,refactor; resub; refactor; refactor; refactor -z,1020,255,893,255,0.0252
d865c1f36429,arithmetic,adder,random,5,rewrite -z; rewrite; balance; refactor -z; dc2,1020,255,1019,255,0.0431
bd3dacb03ffb,arithmetic,adder,random,5,balance; resub; rewrite -z; rewrite; refactor -z,1020,255,893,255,0.037
2c76b71ad528,arithmetic,adder,random,5,resub; refactor -z; rewrite -z; refactor -z; dc2,1020,255,893,255,0.0444
821e872f87fd,arithmetic,adder,random,5,refactor -z; resub; rewrite; dc2; rewrite,1020,255,1017,255,0.0454
4df9f0776e17,arithmetic,adder,random,5,rewrite -z; refactor; resub -z; resub; rewrite,1020,255,893,255,0.0366
6add8d625406,arithmetic,adder,random,5,resub -z; balance; refactor -z; rewrite; dc2,1020,255,893,255,0.0426
2fc3d5d19ade,arithmetic,adder,random,5,resub; refactor -z; resub -z; resub; rewrite,1020,255,893,255,0.0371
c7ad66840d41,arithmetic,adder,random,5,refactor; dc2; balance; resub; refactor,1020,255,1017,255,0.0276
66a193944f63,arithmetic,adder,random,5,rewrite; dc2; refactor -z; resub -z; rewrite,1020,255,893,255,0.0438
846187064497,arithmetic,adder,random,5,rewrite -z; balance; balance; refactor -z; dc2,1020,255,1019,255,0.0413
d75410178508,arithmetic,adder,random,5,rewrite; rewrite; refactor; rewrite -z; resub -z,1020,255,893,255,0.0376
814dfee8fdbd,arithmetic,adder,random,5,dc2; resub; resub -z; rewrite -z; resub -z,1020,255,893,255,0.043
62bfcd59981a,arithmetic,adder,random,5,rewrite; dc2; resub -z; refactor -z; balance,1020,255,1017,255,0.0444
fa1a2dc4ac1b,arithmetic,adder,random,5,resub; refactor; dc2; dc2; refactor,1020,255,893,255,0.0343
31e3dbbdd852,arithmetic,adder,random,5,resub; rewrite; resub; resub; balance,1020,255,894,255,0.0328
10f4dd0bf81d,arithmetic,adder,random,5,resub -z; refactor -z; refactor; rewrite; dc2,1020,255,893,255,0.0418
4c83f63bced1,arithmetic,adder,random,5,rewrite; refactor; balance; balance; resub,1020,255,893,255,0.0339
f7ed7bfa23d9,arithmetic,adder,random,5,refactor; rewrite -z; refactor; rewrite; refactor,1020,255,1019,255,0.0368
b033afd8184f,arithmetic,adder,random,5,refactor; refactor; resub; rewrite -z; balance,1020,255,893,255,0.0347
b1564ff79745,arithmetic,adder,random,5,refactor -z; rewrite -z; rewrite -z; refactor -z; rewrite -z,1020,255,1019,255,0.0421
e5917d31e6a5,arithmetic,adder,random,5,rewrite; balance; rewrite -z; balance; resub,1020,255,894,255,0.0358
9137c9c7cf05,arithmetic,adder,random,5,refactor; resub; balance; rewrite -z; refactor -z,1020,255,893,255,0.0356
5eea45594a79,arithmetic,adder,random,5,balance; rewrite -z; resub -z; rewrite; rewrite,1020,255,894,255,0.0359
179ba375d481,arithmetic,adder,random,5,dc2; dc2; resub; rewrite; dc2,1020,255,1015,255,0.0574
1ab45f12028e,arithmetic,adder,random,5,refactor; balance; refactor -z; dc2; balance,1020,255,1019,255,0.0262
1bffcdd87822,arithmetic,adder,random,5,balance; dc2; resub -z; resub -z; rewrite,1020,255,1017,255,0.0417
ee33b0a6bad6,arithmetic,adder,random,5,dc2; dc2; rewrite; rewrite; resub,1020,255,1015,255,0.0507
df6a6093a3c7,arithmetic,adder,random,5,rewrite -z; rewrite; rewrite -z; refactor -z; resub,1020,255,1019,255,0.0409
561cf45b68e2,arithmetic,adder,random,5,resub -z; refactor -z; dc2; resub -z; rewrite,1020,255,893,255,0.042
c60f89e1c6e6,arithmetic,adder,random,5,rewrite; refactor; resub -z; dc2; refactor,1020,255,893,255,0.0422
a67594f4d982,arithmetic,adder,random,5,resub -z; resub; dc2; resub -z; resub -z,1020,255,893,255,0.026
5bf8f87c7053,arithmetic,adder,random,5,rewrite; resub; resub -z; resub; refactor -z,1020,255,893,255,0.0357
ff919901de95,arithmetic,adder,random,5,resub; rewrite -z; dc2; rewrite; rewrite,1020,255,893,255,0.0414
50da603e7ecb,arithmetic,adder,random,5,rewrite; rewrite; resub -z; rewrite; resub,1020,255,894,255,0.0367
eb4819834c8d,arithmetic,adder,random,5,rewrite -z; balance; resub; rewrite; resub -z,1020,255,894,255,0.0356
63b8a088a33c,arithmetic,adder,random,5,resub; resub -z; balance; refactor -z; refactor -z,1020,255,893,255,0.0233
95f19a2ce9f0,arithmetic,adder,random,5,resub; rewrite; refactor; rewrite -z; dc2,1020,255,893,255,0.0423
679a3c4942c9,arithmetic,adder,random,5,refactor; rewrite; resub; resub; rewrite,1020,255,893,255,0.0365
118f15c96750,arithmetic,adder,random,5,refactor -z; refactor; resub -z; balance; refactor -z,1020,255,1017,255,0.0207
2c5a92c298cf,arithmetic,adder,random,5,balance; rewrite -z; refactor -z; refactor -z; resub,1020,255,893,255,0.036
83d1335843d1,arithmetic,adder,random,5,resub; balance; rewrite -z; rewrite -z; resub -z,1020,255,894,255,0.0348
4f52a4cef541,arithmetic,adder,random,5,rewrite; rewrite -z; balance; rewrite; refactor,1020,255,1019,255,0.036
c986c3030090,arithmetic,adder,random,5,resub -z; resub -z; dc2; resub; rewrite -z,1020,255,893,255,0.0396
0531d089d405,arithmetic,adder,random,5,resub; refactor -z; resub; rewrite; balance,1020,255,893,255,0.0351
4541aa35242c,arithmetic,adder,random,5,rewrite -z; rewrite -z; balance; rewrite; refactor -z,1020,255,1019,255,0.0386
